期号,红1,红2,红3,红4,红5,红6,蓝
5360,29,23,7,32,26,24,1
5361,4,33,19,13,28,26,8
5362,10,12,26,17,16,6,16
5363,28,32,31,21,14,13,10
5364,33,26,30,3,15,13,7
5365,2,3,23,1,19,7,13
5366,27,14,3,33,17,20,14
5367,25,31,11,22,8,20,6
5368,26,21,28,31,6,22,9
5369,4,16,22,18,26,33,2
5370,3,14,29,11,31,30,9
5371,29,1,15,23,6,24,9
5372,8,33,25,23,4,30,2
5373,3,18,23,28,26,21,11
5374,5,13,32,31,26,15,10
5375,22,32,3,31,1,14,10
5376,13,19,18,28,3,1,11
5377,13,7,3,18,28,6,10
5378,30,29,2,8,32,23,3
5379,26,12,16,31,4,23,11
5380,13,33,22,3,31,27,16
5381,15,27,33,2,32,4,4
5382,28,27,33,3,19,16,16
5383,20,1,33,29,16,15,2
5384,20,4,1,30,7,18,1
5385,33,10,18,4,11,25,3
5386,24,9,21,23,2,11,15
5387,33,21,4,28,11,30,4
5388,6,12,26,19,13,1,6
5389,26,3,12,20,28,14,1
5390,3,31,32,16,24,33,13
5391,4,3,8,11,15,7,5
5392,14,21,3,7,23,16,7
5393,21,18,33,16,30,14,8
5394,18,20,10,17,8,21,15
5395,2,19,9,11,4,18,5
5396,5,2,14,26,27,6,8
5397,21,3,10,18,2,9,6
5398,12,21,6,27,18,33,12
5399,4,16,19,12,11,30,2
5400,27,18,10,6,32,31,4
5401,5,31,33,26,14,3,9
5402,20,9,17,22,13,3,5
5403,24,28,5,11,26,14,10
5404,21,22,17,7,15,28,7
5405,2,7,3,29,24,13,5
5406,7,21,1,20,22,32,2
5407,5,31,7,22,32,21,14
5408,13,1,19,4,26,15,4
5409,9,23,26,29,5,18,14
5410,27,13,16,12,20,29,12
5411,18,1,2,12,14,9,6
5412,18,21,32,4,14,2,7
5413,12,16,25,13,3,8,4
5414,20,8,5,28,2,26,15
5415,8,10,7,2,31,25,11
5416,22,24,26,28,19,5,15
5417,20,7,15,33,8,29,4
5418,20,33,23,8,13,7,12
5419,20,8,33,26,18,9,1
5420,24,32,9,5,1,27,12
5421,19,18,4,25,12,2,10
5422,14,21,3,6,28,22,6
5423,31,24,4,9,11,22,12
5424,3,21,20,23,1,28,4
5425,8,4,19,7,2,20,4
5426,18,28,30,26,1,20,4
5427,19,11,27,1,28,24,6
5428,18,7,3,26,22,14,8
5429,21,30,18,19,22,2,14
5430,33,23,19,2,4,17,7
5431,24,19,8,14,25,2,11
5432,31,22,32,10,13,5,13
5433,24,8,2,21,4,27,12
5434,17,4,3,28,8,5,14
5435,11,28,8,29,31,10,3
5436,22,10,14,31,8,13,8
5437,32,26,7,27,13,14,14
5438,32,4,20,27,21,18,15
5439,12,23,17,28,7,24,9
5440,32,15,21,23,19,22,9
5441,2,29,4,3,33,6,13
5442,4,20,32,6,28,3,16
5443,33,15,5,10,30,23,9
5444,5,19,22,25,28,33,5
5445,19,7,4,29,31,5,7
5446,2,18,24,33,28,11,14
5447,26,16,25,3,1,32,12
5448,26,4,11,14,8,29,3
5449,18,16,5,23,13,2,12
5450,31,17,5,28,24,32,7
5451,1,6,2,19,28,29,13
5452,31,15,11,9,19,20,1
5453,16,3,21,14,33,28,13
5454,5,20,8,9,32,23,3
5455,7,27,26,24,32,22,1
5456,15,1,24,2,10,7,10
5457,13,21,22,2,28,19,13
5458,7,32,23,21,13,16,11
5459,25,13,9,15,16,6,8
5460,3,10,12,16,20,25,13
5461,25,8,27,23,2,16,15
5462,4,5,24,13,12,18,8
5463,5,3,13,8,26,9,7
5464,1,33,16,30,15,18,8
5465,33,11,26,8,28,3,16
5466,23,8,17,30,13,3,13
5467,16,17,22,7,30,32,1
5468,14,15,17,13,9,26,2
5469,25,26,3,30,14,20,16
5470,5,6,11,14,26,15,5
5471,27,4,25,14,24,15,6
5472,23,18,7,22,9,16,6
5473,26,31,22,11,24,29,2
5474,27,31,17,12,23,15,11
5475,30,15,23,1,8,4,5
5476,25,8,21,14,23,26,16
5477,13,6,27,5,16,15,2
5478,19,28,20,1,33,15,1
5479,29,23,21,17,28,14,4
5480,24,27,29,5,12,22,10
5481,5,9,19,4,14,32,1
5482,8,21,28,15,25,7,13
5483,26,14,28,32,3,19,1
5484,19,17,2,20,13,31,3
5485,24,5,13,23,26,14,16
5486,26,5,32,29,4,1,14
5487,33,23,10,15,21,6,10
5488,15,16,10,8,19,22,1
5489,16,29,22,25,3,4,14
5490,27,10,31,3,33,21,1
5491,19,12,27,31,23,8,10
5492,26,15,11,24,9,8,8
5493,27,13,22,29,8,30,10
5494,23,27,17,12,21,29,5
5495,19,6,4,5,31,26,3
5496,19,14,3,2,32,28,12
5497,4,8,3,19,27,6,2
5498,27,8,4,20,31,2,2
5499,25,26,29,19,32,33,5
5500,3,31,9,13,6,11,12
5501,3,16,14,15,12,23,1
5502,26,8,19,32,9,29,2
5503,22,1,14,5,9,6,4
5504,8,5,18,2,27,15,8
5505,26,20,12,1,22,23,10
5506,16,3,18,28,21,29,15
5507,28,4,26,10,24,23,13
5508,8,3,16,11,4,13,16
5509,11,4,15,10,9,21,4
5510,13,15,23,32,8,24,10
5511,14,8,1,5,27,28,1
5512,8,28,19,20,24,16,5
5513,33,4,31,18,32,28,16
5514,27,32,4,23,5,16,15
5515,3,21,24,10,27,13,6
5516,26,22,1,4,21,29,8
5517,7,25,33,26,10,14,4
5518,23,21,32,17,29,28,8
5519,30,22,4,27,33,8,15
5520,29,23,7,3,14,19,10
5521,27,16,13,4,9,17,3
5522,14,16,21,6,12,7,2
5523,16,19,11,8,5,33,14
5524,32,25,15,3,19,29,10
5525,33,6,13,1,23,16,11
5526,26,20,29,10,24,11,10
5527,19,4,7,15,6,20,15
5528,11,12,7,24,25,29,4
5529,9,5,31,20,32,24,11
5530,26,21,14,19,3,25,14
5531,28,29,16,26,4,1,2
5532,14,32,20,29,30,19,8
5533,14,19,7,5,12,25,7
5534,32,14,20,23,12,29,11
5535,32,9,21,10,22,24,3
5536,28,12,5,2,15,4,14
5537,12,24,21,3,4,30,4
5538,13,21,2,14,25,18,15
5539,28,16,18,6,31,11,12
5540,4,6,3,13,27,18,16
5541,23,6,21,1,3,13,11
5542,31,22,27,30,24,10,7
5543,27,30,1,17,8,20,15
5544,22,18,28,2,14,21,16
5545,24,27,2,28,25,3,5
5546,26,6,29,25,12,21,8
5547,5,22,9,20,2,32,13
5548,11,10,30,23,4,16,12
5549,12,9,6,3,4,14,10
5550,6,24,3,4,19,25,13
5551,6,17,9,24,27,5,1
5552,24,15,4,17,27,2,12
5553,20,13,8,5,25,30,13
5554,10,14,25,2,16,5,12
5555,21,6,28,24,31,4,16
5556,9,21,6,26,28,31,4
5557,28,29,24,30,7,27,9
5558,3,13,21,5,27,19,9
5559,22,6,11,25,26,3,1
5560,31,3,8,12,19,28,11
5561,25,21,33,30,23,2,3
5562,27,7,29,17,18,3,2
5563,23,21,27,28,11,33,3
5564,2,4,23,11,29,16,6
5565,11,22,17,9,8,15,6
5566,25,10,21,22,15,2,16
5567,15,20,12,5,33,18,2
5568,2,22,1,10,12,7,6
5569,16,33,4,17,9,26,16
5570,14,21,6,15,20,3,7
5571,31,23,26,8,21,2,5
5572,10,5,32,17,28,23,3
5573,4,20,29,26,24,6,13
5574,18,5,4,23,22,12,15
5575,33,18,15,1,14,16,15
5576,23,32,31,24,17,18,4
5577,19,1,12,10,21,3,13
5578,15,11,12,20,9,3,8
5579,19,23,2,7,25,31,3
5580,4,7,10,32,9,12,8
5581,28,30,31,32,17,19,9
5582,23,3,15,11,20,30,13
5583,4,11,30,22,6,9,14
5584,30,9,12,5,13,20,3
5585,27,2,33,22,13,32,12
5586,25,14,1,4,3,27,10
5587,26,11,10,17,4,31,7
5588,2,14,30,20,18,22,13
5589,32,26,25,13,30,15,13
5590,19,18,8,28,26,17,9
5591,31,21,24,32,33,26,11
5592,29,20,9,7,18,5,1
5593,32,23,26,8,12,17,6
5594,3,23,22,31,2,11,12
5595,29,18,5,6,33,2,11
5596,15,28,23,6,25,2,10
5597,15,31,29,19,4,23,9
5598,16,12,26,33,24,6,16
5599,32,9,27,4,6,5,4
5600,18,31,6,20,17,14,10
5601,4,6,26,19,28,24,15
5602,17,8,22,20,29,24,8
5603,18,28,16,29,11,27,15
5604,16,26,18,22,10,1,12
5605,28,16,26,6,4,1,16
5606,19,27,7,11,32,16,5
5607,23,26,5,33,27,30,11
5608,33,10,13,14,7,27,7
5609,20,17,25,2,27,22,3
5610,14,32,3,9,17,25,10
5611,6,18,14,1,26,17,2
5612,28,32,21,24,29,12,12
5613,33,16,12,26,3,9,3
5614,7,11,19,30,20,15,14
5615,20,2,16,7,25,14,1
5616,33,16,13,18,7,6,6
5617,19,11,2,27,1,29,10
5618,5,30,15,25,12,6,4
5619,16,1,13,30,27,23,11
5620,18,15,26,27,3,10,8
5621,8,32,26,27,29,19,10
5622,26,4,32,11,31,21,12
5623,33,4,18,6,24,32,10
5624,14,31,26,19,22,16,16
5625,8,27,17,16,32,4,9
5626,30,12,9,28,13,25,1
5627,8,3,2,13,6,33,13
5628,33,27,9,24,20,32,10
5629,29,14,19,33,1,30,3
5630,28,26,11,14,29,5,2
5631,10,23,17,14,30,15,12
5632,7,17,27,13,31,21,7
5633,27,16,32,30,14,31,9
5634,13,23,26,15,18,24,1
5635,14,6,3,31,21,15,11
5636,2,1,26,9,20,18,2
5637,10,31,1,13,16,26,16
5638,31,6,27,14,17,20,9
5639,19,26,14,9,8,31,1
5640,3,29,25,14,23,24,4
5641,26,4,18,6,29,9,16
5642,27,33,7,16,18,29,14
5643,27,14,12,10,19,25,9
5644,33,18,19,24,12,10,6
5645,16,25,14,22,9,5,4
5646,2,27,31,12,23,10,16
5647,27,5,29,11,9,28,2
5648,23,24,6,22,21,18,7
5649,1,21,26,10,7,9,10
5650,11,23,33,27,6,1,2
5651,15,21,19,2,32,7,7
5652,17,15,22,33,20,19,10
5653,32,21,20,4,14,15,13
5654,27,21,10,7,16,22,3
5655,13,21,18,6,14,3,13
5656,10,18,15,6,26,25,13
5657,28,9,29,25,32,31,13
5658,4,31,6,20,5,24,15
5659,4,9,21,13,30,16,11
5660,11,22,27,6,30,17,6
5661,2,16,29,23,27,26,11
5662,7,2,15,13,24,21,7
5663,4,5,3,7,30,31,2
5664,31,33,28,32,21,18,10
5665,11,25,24,26,9,13,1
5666,8,22,18,5,3,24,5
5667,9,27,10,31,21,7,9
5668,29,14,19,21,13,3,4
5669,21,31,7,13,26,22,8
5670,9,10,11,8,1,29,12
5671,12,13,3,29,16,31,8
5672,26,15,2,29,31,21,10
5673,28,23,11,29,22,24,14
5674,1,19,6,27,28,2,6
5675,3,5,18,14,23,29,7
5676,4,26,17,13,30,33,7
5677,11,3,26,32,16,21,11
5678,8,33,13,30,3,11,14
5679,9,29,22,24,33,15,7
5680,4,23,6,11,16,26,4
5681,24,11,16,27,19,14,7
5682,22,1,8,18,6,23,9
5683,21,11,30,3,32,8,6
5684,33,4,14,9,2,23,11
5685,25,20,23,1,31,2,13
5686,11,12,18,5,9,10,4
5687,3,32,24,1,20,26,7
5688,31,7,12,20,1,28,3
5689,6,30,17,3,32,9,11
5690,26,28,21,17,2,22,2
5691,20,17,29,26,33,23,11
5692,20,13,30,9,31,29,9
5693,14,17,26,10,15,20,11
5694,6,31,5,10,29,14,3
5695,11,1,21,17,20,15,16
5696,29,10,17,2,13,6,5
5697,30,12,24,8,31,27,10
5698,31,26,28,14,5,1,12
5699,12,24,3,2,19,20,14
5700,16,2,20,24,31,6,8
5701,17,5,2,9,11,3,7
5702,8,14,5,16,25,29,3
5703,14,12,28,17,30,13,5
5704,20,14,8,19,11,33,6
5705,27,30,22,23,11,10,2
5706,25,3,15,31,23,33,6
5707,3,22,33,1,14,28,14
5708,14,22,24,25,11,3,9
5709,18,7,20,2,12,10,10
5710,1,14,15,30,18,29,16
5711,31,14,15,4,21,25,5
5712,22,27,23,14,3,13,7
5713,4,2,5,20,25,30,3
5714,32,26,27,3,10,1,16
5715,2,12,27,29,5,21,1
5716,31,13,19,1,12,22,11
5717,21,33,30,10,9,2,15
5718,31,21,8,20,3,2,1
5719,27,25,16,31,7,1,16
5720,29,32,22,17,3,27,2
5721,15,32,28,24,27,14,4
5722,16,9,2,21,26,3,12
5723,29,12,19,11,8,26,8
5724,23,29,14,5,4,25,14
5725,23,11,12,21,2,17,3
5726,14,33,16,25,32,21,10
5727,30,9,20,28,27,31,6
5728,25,26,6,9,11,27,13
5729,25,2,5,11,29,17,6
5730,11,22,16,20,33,18,16
5731,24,13,22,2,5,4,10
5732,18,22,17,2,7,9,9
5733,16,3,18,28,8,24,13
5734,29,23,4,19,11,24,15
5735,32,20,15,13,9,1,12
5736,12,25,13,5,15,27,13
5737,9,25,10,27,5,1,8
5738,6,32,17,16,28,23,1
5739,13,25,11,8,6,33,12
5740,2,8,10,33,25,20,10
5741,11,24,22,14,32,1,2
5742,27,22,12,9,29,31,3
5743,17,29,8,10,15,27,7
5744,25,24,20,31,14,28,5
5745,33,24,18,17,22,30,8
5746,14,33,30,7,31,22,7
5747,32,20,4,13,30,33,12
5748,5,17,16,18,24,19,6
5749,20,29,30,17,10,12,11
5750,9,10,17,3,11,20,16
5751,9,17,31,6,28,7,7
5752,5,17,16,28,29,23,6
5753,32,26,19,3,8,14,4
5754,12,15,26,28,5,3,13
5755,16,30,24,17,9,15,11
5756,3,8,12,29,32,30,14
5757,31,28,32,12,17,6,13
5758,3,27,12,7,15,13,13
5759,32,15,22,14,26,21,9
5760,12,33,17,1,3,25,10
5761,8,4,14,13,32,12,5
5762,10,24,3,6,20,8,4
5763,10,2,5,25,31,24,11
5764,15,14,23,12,6,18,13
5765,28,26,21,5,8,6,11
5766,21,9,7,16,10,23,8
5767,26,9,22,6,29,1,7
5768,17,27,30,4,10,16,2
5769,7,13,14,5,23,6,9
5770,14,26,24,17,21,3,16
5771,3,12,7,28,26,10,13
5772,27,18,26,4,13,29,15
5773,13,28,29,10,4,33,6
5774,18,31,25,33,22,13,9
5775,19,30,9,14,8,4,12
5776,20,23,11,26,27,14,14
5777,10,14,24,33,23,6,9
5778,4,18,13,22,17,5,5
5779,2,14,3,7,32,33,16
5780,23,29,18,13,6,16,10
5781,26,16,2,18,10,31,7
5782,16,14,7,2,4,3,11
5783,25,29,9,28,16,31,1
5784,22,30,26,31,3,10,5
5785,18,19,33,5,27,11,2
5786,20,26,28,27,12,11,5
5787,26,23,25,11,14,9,9
5788,24,15,28,16,13,33,6
5789,23,20,24,21,10,18,16
5790,10,2,32,18,25,15,12
5791,18,17,16,1,15,29,4
5792,6,32,31,13,12,1,12
5793,7,14,16,19,15,8,7
5794,5,20,8,9,25,30,13
5795,16,33,2,12,30,7,10
5796,10,29,28,5,31,9,7
5797,23,15,21,1,19,32,4
5798,33,1,32,14,8,24,16
5799,8,25,14,16,1,2,14
5800,13,22,27,16,33,15,12
5801,26,21,5,18,2,23,2
5802,33,30,3,13,10,32,13
5803,5,12,4,20,2,10,7
5804,32,3,33,5,11,26,1
5805,17,30,10,25,4,2,15
5806,23,14,9,30,10,7,16
5807,15,18,27,16,17,21,9
5808,32,4,25,24,3,9,1
5809,10,29,21,8,15,33,9
5810,18,33,3,12,14,15,3
5811,17,33,9,26,24,2,15
5812,9,12,16,8,7,22,9
5813,18,30,23,33,13,15,5
5814,29,3,11,32,7,28,12
5815,24,32,29,9,23,25,16
5816,19,15,21,23,28,31,6
5817,17,26,33,21,3,13,12
5818,4,7,20,23,32,21,10
5819,22,32,31,29,28,1,3
5820,26,22,5,4,24,11,11
5821,28,33,1,32,12,2,16
5822,4,22,16,11,5,27,5
5823,7,16,21,2,28,19,11
5824,6,21,1,23,12,17,13
5825,13,30,14,5,26,4,1
5826,13,20,2,6,14,33,14
5827,5,25,10,26,21,18,4
5828,18,28,12,19,30,29,6
5829,10,9,28,27,25,4,7
5830,3,24,5,26,7,9,16
5831,17,14,5,7,28,33,10
5832,12,9,27,21,11,33,12
5833,4,3,8,18,13,1,3
5834,32,33,12,9,17,8,15
5835,1,14,17,20,32,24,16
5836,24,19,32,8,16,27,6
5837,21,27,14,9,32,28,3
5838,17,4,33,24,2,9,9
5839,12,27,18,11,20,15,10
5840,9,18,30,26,17,25,1
5841,32,7,15,10,16,1,13
5842,13,18,24,25,19,8,3
5843,32,10,7,11,26,28,8
5844,8,32,25,29,2,27,2
5845,14,31,22,3,2,12,4
5846,18,7,16,13,9,20,7
5847,8,12,31,5,27,2,3
5848,10,31,32,29,2,12,5
5849,3,18,9,5,31,27,1
5850,23,9,20,7,33,6,3
5851,16,30,12,29,8,7,14
5852,21,2,17,19,14,15,12
5853,15,26,18,29,30,22,12
5854,15,22,16,4,23,6,6
5855,3,6,17,31,22,10,3
5856,2,24,17,22,21,20,14
5857,12,23,11,32,25,8,11
5858,30,16,2,9,19,3,2
5859,23,24,4,12,16,30,14
5860,2,5,11,10,15,28,1
5861,24,16,9,33,14,25,15
5862,10,6,27,20,24,22,5
5863,18,15,11,31,26,25,15
5864,11,21,30,13,28,31,7
5865,32,33,7,18,19,26,14
5866,31,14,20,13,29,6,16
5867,26,7,21,24,2,18,8
5868,15,28,21,5,8,22,4
5869,8,29,32,18,17,24,14
5870,30,22,1,16,9,21,12
5871,33,1,23,14,20,26,11
5872,19,33,4,11,31,25,15
5873,24,29,17,23,32,16,12
5874,1,15,7,5,32,33,10
5875,19,7,29,24,14,20,15
5876,2,14,25,9,17,1,11
5877,24,10,20,29,11,28,12
5878,24,14,23,27,3,1,6
5879,31,4,21,14,28,6,7
5880,8,29,23,33,19,10,1
5881,12,14,19,10,1,27,3
5882,19,29,22,3,20,26,6
5883,31,21,14,29,2,17,1
5884,6,17,9,27,4,12,3
5885,21,23,33,29,8,26,4
5886,27,22,21,6,28,16,12
5887,11,4,18,29,8,23,16
5888,11,24,16,3,7,6,11
5889,12,29,22,23,5,21,16
5890,1,15,25,4,17,27,8
5891,19,12,2,28,11,21,16
5892,11,1,17,26,15,8,11
5893,18,8,11,28,1,14,6
5894,33,19,27,31,4,22,16
5895,7,4,23,5,11,28,15
5896,32,11,16,4,25,19,4
5897,27,21,13,17,5,12,6
5898,8,15,5,11,13,27,1
5899,19,9,28,5,24,18,1
5900,16,20,28,22,21,5,10
5901,13,33,21,11,26,20,9
5902,17,6,19,27,2,22,5
5903,29,2,14,23,32,21,1
5904,29,18,21,32,15,19,9
5905,7,1,11,13,20,4,12
5906,18,29,12,31,6,2,7
5907,24,8,32,26,30,11,14
5908,16,3,4,17,27,24,15
5909,18,28,4,13,26,10,11
5910,23,10,2,15,26,17,5
5911,27,12,10,25,24,9,8
5912,15,16,22,4,1,18,15
5913,28,27,10,15,11,23,8
5914,20,32,6,12,23,15,9
5915,17,7,12,10,4,6,7
5916,26,31,29,23,15,14,5
5917,14,15,1,32,2,9,16
5918,23,22,3,17,4,10,14
5919,27,20,24,26,10,28,1
5920,28,3,10,8,11,32,5
5921,18,25,3,17,6,15,4
5922,21,28,29,33,4,30,11
5923,17,16,14,20,24,12,5
5924,15,28,11,32,14,6,13
5925,13,20,2,28,31,1,6
5926,2,30,23,29,19,20,5
5927,4,6,21,11,22,7,2
5928,8,30,20,18,7,33,1
5929,9,22,4,13,30,26,2
5930,24,10,27,5,1,15,8
5931,4,29,18,7,11,15,11
5932,7,1,14,6,21,15,16
5933,25,10,2,30,18,9,4
5934,30,10,2,23,3,32,15
5935,6,27,14,4,5,28,16
5936,2,21,16,32,18,26,4
5937,6,14,13,2,3,11,13
5938,4,24,30,18,6,7,1
5939,8,15,14,33,19,21,8
5940,11,29,31,17,12,7,9
5941,2,25,3,6,17,29,4
5942,24,15,27,9,32,1,7
5943,16,22,3,25,14,4,9
5944,28,22,26,11,1,9,1
5945,1,19,4,28,15,12,13
5946,33,24,7,3,18,10,5
5947,7,26,10,16,20,17,3
5948,19,20,18,12,28,11,8
5949,30,12,18,2,24,14,10
5950,3,29,19,28,4,6,10
5951,33,14,12,4,16,6,14
5952,29,18,28,3,4,10,3
5953,5,29,22,33,16,15,7
5954,13,6,3,22,29,24,11
5955,11,25,30,1,21,2,1
5956,16,2,17,24,3,33,14
5957,21,9,3,2,32,11,7
5958,19,30,31,1,4,17,15
5959,19,28,4,16,18,23,14
5960,7,31,6,8,15,32,11
5961,20,31,25,13,1,14,3
5962,13,11,25,12,29,3,3
5963,17,4,28,15,33,23,12
5964,9,10,31,7,30,12,13
5965,25,11,1,9,15,32,13
5966,32,23,19,8,18,31,5
5967,5,24,11,15,22,14,3
5968,9,23,12,2,6,33,4
5969,5,32,19,29,3,8,4
5970,33,21,10,16,29,25,12
5971,4,22,8,29,21,17,8
5972,21,22,5,20,24,26,5
5973,2,6,29,19,32,7,6
5974,30,19,23,31,10,17,13
5975,31,29,9,7,4,15,1
5976,26,9,14,24,3,28,12
5977,17,25,9,4,14,23,8
5978,2,13,20,14,30,31,10
5979,33,32,18,6,2,23,3
5980,27,25,1,9,23,13,16
5981,15,7,16,21,18,27,4
5982,7,14,6,10,5,18,15
5983,25,2,22,8,24,1,3
5984,24,19,23,21,27,17,5
5985,29,10,2,18,8,11,9
5986,14,13,17,3,6,16,2
5987,25,18,8,24,10,27,10
5988,26,1,17,29,23,22,8
5989,3,14,29,1,32,31,11
5990,28,10,2,12,4,9,6
5991,16,11,21,25,20,19,10
5992,19,28,8,1,21,27,7
5993,13,32,27,4,10,24,2
5994,14,9,21,3,16,13,2
5995,20,8,19,11,16,27,7
5996,9,12,22,25,21,33,12
5997,23,29,4,13,18,27,10
5998,31,26,30,21,20,18,15
5999,18,11,28,2,13,5,8
6000,4,6,29,32,26,30,14
6001,23,16,25,19,1,12,12
6002,10,24,18,17,23,33,16
6003,19,22,11,5,18,30,8
6004,26,24,4,32,3,16,3
6005,20,2,8,33,10,21,14
6006,11,14,24,31,30,28,5
6007,15,31,5,26,12,28,12
6008,20,29,15,8,21,28,7
6009,10,21,8,16,1,32,3
6010,21,27,24,8,16,13,3
6011,25,9,30,29,15,12,1
6012,23,32,2,24,14,31,7
6013,6,27,33,16,20,28,3
6014,1,14,28,33,18,10,14
6015,22,14,25,27,30,4,9
6016,15,27,17,26,23,20,12
6017,9,14,11,13,12,21,5
6018,1,7,22,10,14,19,10
6019,16,3,28,17,1,29,8
6020,8,20,11,17,13,25,16
6021,11,3,14,32,6,19,8
6022,25,14,33,24,2,31,12
6023,5,26,9,31,2,30,11
6024,2,30,11,25,20,1,13
6025,8,27,17,14,4,28,13
6026,3,7,6,10,16,25,13
6027,21,8,27,13,24,28,6
6028,20,22,18,17,15,9,15
6029,20,9,18,30,21,2,13
6030,30,18,12,7,4,11,11
6031,20,3,22,4,8,10,7
6032,2,29,19,33,25,30,15
6033,6,31,25,15,12,10,1
6034,13,25,23,1,14,7,9
6035,18,17,30,13,1,10,10
6036,8,1,10,32,15,4,13
6037,24,2,23,6,14,11,10
6038,1,15,18,17,24,21,14
6039,9,19,33,25,6,10,3
6040,16,13,24,4,18,5,12
6041,27,5,21,20,6,9,9
6042,3,24,16,18,31,25,14
6043,16,12,30,14,27,20,10
6044,4,32,22,8,21,12,7
6045,24,26,13,22,15,27,9
6046,32,6,31,33,29,11,3
6047,20,4,16,12,1,23,14
6048,25,23,12,1,32,33,2
6049,16,23,1,33,26,32,11
6050,29,13,31,30,4,5,14
6051,31,6,27,19,7,14,9
6052,17,6,9,15,30,13,3
6053,19,29,15,3,1,16,8
6054,7,32,12,15,24,13,12
6055,29,22,13,11,28,15,2
6056,18,33,2,31,28,13,10
6057,4,8,18,19,15,14,10
6058,10,15,12,26,20,27,4
6059,10,5,21,11,27,23,1
6060,5,9,29,26,12,22,14
6061,33,14,3,12,4,6,9
6062,9,30,23,1,26,25,4
6063,9,16,15,12,33,26,4
6064,9,30,20,14,28,15,1
6065,20,28,17,2,18,33,7
6066,31,22,10,13,18,1,3
6067,26,29,33,15,3,19,16
6068,20,9,15,13,11,3,9
6069,2,4,12,13,9,15,5
6070,31,16,3,23,9,10,4
6071,25,14,26,13,3,22,10
6072,21,3,32,30,5,16,13
6073,4,20,3,7,16,12,4
6074,16,13,1,24,23,8,15
6075,13,19,27,8,4,14,5
6076,29,4,17,19,30,6,13
6077,2,15,32,19,17,30,2
6078,17,28,12,16,14,15,16
6079,19,31,24,26,9,14,2
6080,20,11,17,5,27,26,1
6081,22,9,17,7,24,10,16
6082,13,33,24,4,30,12,4
6083,7,22,15,13,31,3,15
6084,8,2,25,24,1,28,1
6085,30,1,13,23,22,18,9
6086,18,7,25,32,22,26,14
6087,1,15,23,11,5,2,3
6088,25,6,28,17,12,26,16
6089,16,15,20,25,7,1,12
6090,33,9,7,15,29,12,8
6091,9,14,27,11,4,32,10
6092,33,32,9,17,27,24,10
6093,21,13,25,12,22,29,5
6094,10,9,32,30,16,29,2
6095,16,25,32,13,4,24,2
6096,6,18,21,4,24,12,3
6097,14,17,25,20,2,8,13
6098,27,30,2,23,3,12,13
6099,5,3,27,2,32,29,9
6100,7,9,30,14,32,29,7
6101,3,17,6,23,1,12,12
6102,6,20,3,11,2,15,15
6103,30,31,1,32,8,14,5
6104,28,2,6,20,11,17,13
6105,14,8,13,29,3,12,3
6106,13,1,28,8,32,3,14
6107,16,13,28,33,2,25,14
6108,4,2,33,8,17,16,9
6109,20,30,7,17,13,24,4
6110,11,17,19,20,24,15,12
6111,2,16,13,15,27,23,14
6112,3,9,22,12,2,17,5
6113,8,13,7,23,33,6,2
6114,18,23,6,24,10,29,1
6115,5,26,4,29,9,28,14
6116,27,18,9,1,19,15,5
6117,8,12,17,7,26,18,6
6118,11,20,8,19,27,22,8
6119,4,26,15,6,19,31,9
6120,4,16,19,2,13,11,10
6121,30,13,11,1,2,5,4
6122,30,18,11,6,27,4,15
6123,28,2,29,1,13,23,14
6124,5,29,28,15,24,32,16
6125,10,7,13,4,26,8,1
6126,33,3,17,6,31,19,11
6127,17,31,15,18,13,5,4
6128,21,7,29,15,8,18,14
6129,18,29,6,13,33,14,9
6130,1,19,29,24,23,33,14
6131,27,24,21,17,5,9,12
6132,32,10,17,16,25,6,16
6133,29,26,3,4,19,24,5
6134,3,30,7,27,25,18,7
6135,21,22,7,16,17,32,7
6136,13,5,24,22,33,26,4
6137,18,31,1,32,17,11,3
6138,5,3,21,26,33,17,2
6139,32,31,17,20,2,15,9
6140,9,19,28,5,6,20,2
6141,24,7,6,32,18,25,6
6142,20,25,17,4,32,14,4
6143,26,11,33,16,13,5,15
6144,9,3,12,6,1,24,12
6145,23,22,27,20,33,21,7
6146,3,19,22,24,26,31,14
6147,5,21,27,2,4,16,6
6148,13,21,10,1,14,7,11
6149,27,11,31,1,16,26,15
6150,33,19,26,6,4,24,4
6151,23,27,30,2,10,28,4
6152,2,7,25,33,23,30,7
6153,11,22,7,19,30,4,15
6154,15,21,8,18,10,23,16
6155,20,27,25,11,24,12,11
6156,27,20,17,28,12,22,16
6157,5,25,29,27,33,30,5
6158,33,22,17,10,30,16,3
6159,30,22,5,26,19,32,5
6160,22,20,27,30,33,21,12
6161,31,13,29,14,25,12,13
6162,2,4,11,32,12,30,4
6163,9,13,10,26,24,4,4
6164,14,25,12,20,28,27,11
6165,15,26,5,14,13,12,14
6166,30,25,32,8,21,26,10
6167,29,13,31,18,28,1,16
6168,3,14,4,24,2,32,16
6169,29,25,2,24,4,6,4
6170,31,15,19,17,25,20,1
6171,17,3,23,32,31,16,13
6172,33,13,3,29,32,15,9
6173,17,30,1,9,27,23,14
6174,9,30,29,26,18,13,6
6175,13,5,2,4,19,24,11
6176,16,20,26,5,30,18,3
6177,11,24,22,3,21,16,14
6178,21,25,26,7,29,6,3
6179,29,25,10,12,30,15,7
6180,24,21,31,18,29,9,7
6181,30,14,27,6,4,10,13
