期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
5453,16,3,21,14,33,28,13,1,0,1,1,1,1
5454,5,20,8,9,32,23,3,0,0,1,0,0,0
5455,7,27,26,24,32,22,1,1,1,0,1,0,0
5456,15,1,24,2,10,7,10,0,1,0,0,1,0
5457,13,21,22,2,28,19,13,1,0,0,1,1,0
5458,7,32,23,21,13,16,11,0,0,0,0,0,1
5459,25,13,9,15,16,6,8,1,1,1,0,0,1
5460,3,10,12,16,20,25,13,0,1,1,1,0,1
5461,25,8,27,23,2,16,15,1,0,1,0,1,1
5462,4,5,24,13,12,18,8,0,0,1,1,1,1
5463,5,3,13,8,26,9,7,1,1,0,0,0,0
5464,1,33,16,30,15,18,8,0,1,0,1,0,0
5465,33,11,26,8,28,3,16,1,0,0,0,1,0
5466,23,8,17,30,13,3,13,0,0,0,1,1,0
5467,16,17,22,7,30,32,1,1,1,1,1,1,0
5468,14,15,17,13,9,26,2,0,1,1,0,0,1
5469,25,26,3,30,14,20,16,1,0,1,1,0,1
5470,5,6,11,14,26,15,5,0,0,1,0,1,1
5471,27,4,25,14,24,15,6,1,1,0,1,1,1
5472,23,18,7,22,9,16,6,0,1,0,0,0,0
5473,26,31,22,11,24,29,2,1,0,0,1,0,0
5474,27,31,17,12,23,15,11,0,0,0,0,1,0
5475,30,15,23,1,8,4,5,1,1,1,0,1,0
5476,25,8,21,14,23,26,16,0,1,1,1,1,0
5477,13,6,27,5,16,15,2,1,0,1,0,0,1
5478,19,28,20,1,33,15,1,0,0,1,1,0,1
5479,29,23,21,17,28,14,4,1,1,0,0,1,1
5480,24,27,29,5,12,22,10,0,1,0,1,1,1
5481,5,9,19,4,14,32,1,1,0,0,0,0,0
5482,8,21,28,15,25,7,13,0,0,0,1,0,0
5483,26,14,28,32,3,19,1,1,1,1,1,0,0
5484,19,17,2,20,13,31,3,0,1,1,0,1,0
5485,24,5,13,23,26,14,16,1,0,1,1,1,0
5486,26,5,32,29,4,1,14,0,0,1,0,0,1
5487,33,23,10,15,21,6,10,1,1,0,1,0,1
5488,15,16,10,8,19,22,1,0,1,0,0,1,1
5489,16,29,22,25,3,4,14,1,0,0,1,1,1
5490,27,10,31,3,33,21,1,0,0,0,0,0,0
5491,19,12,27,31,23,8,10,1,1,1,0,0,0
5492,26,15,11,24,9,8,8,0,1,1,1,0,0
5493,27,13,22,29,8,30,10,1,0,1,0,1,0
5494,23,27,17,12,21,29,5,0,0,1,1,1,0
5495,19,6,4,5,31,26,3,1,1,0,0,0,1
5496,19,14,3,2,32,28,12,0,1,0,1,0,1
5497,4,8,3,19,27,6,2,1,0,0,0,1,1
5498,27,8,4,20,31,2,2,0,0,0,1,1,1
5499,25,26,29,19,32,33,5,1,1,1,1,1,1
5500,3,31,9,13,6,11,12,0,1,1,0,0,0
5501,3,16,14,15,12,23,1,1,0,1,1,0,0
5502,26,8,19,32,9,29,2,0,0,1,0,1,0
5503,22,1,14,5,9,6,4,1,1,0,1,1,0
5504,8,5,18,2,27,15,8,0,1,0,0,0,1
5505,26,20,12,1,22,23,10,1,0,0,1,0,1
5506,16,3,18,28,21,29,15,0,0,0,0,1,1
5507,28,4,26,10,24,23,13,1,1,1,0,1,1
5508,8,3,16,11,4,13,16,0,1,1,1,1,1
5509,11,4,15,10,9,21,4,1,0,1,0,0,0
5510,13,15,23,32,8,24,10,0,0,1,1,0,0
5511,14,8,1,5,27,28,1,1,1,0,0,1,0
5512,8,28,19,20,24,16,5,0,1,0,1,1,0
5513,33,4,31,18,32,28,16,1,0,0,0,0,1
5514,27,32,4,23,5,16,15,0,0,0,1,0,1
5515,3,21,24,10,27,13,6,1,1,1,1,0,1
5516,26,22,1,4,21,29,8,0,1,1,0,1,1
5517,7,25,33,26,10,14,4,1,0,1,1,1,1
5518,23,21,32,17,29,28,8,0,0,1,0,0,0
5519,30,22,4,27,33,8,15,1,1,0,1,0,0
5520,29,23,7,3,14,19,10,0,1,0,0,1,0
5521,27,16,13,4,9,17,3,1,0,0,1,1,0
5522,14,16,21,6,12,7,2,0,0,0,0,0,1
5523,16,19,11,8,5,33,14,1,1,1,0,0,1
5524,32,25,15,3,19,29,10,0,1,1,1,0,1
5525,33,6,13,1,23,16,11,1,0,1,0,1,1
5526,26,20,29,10,24,11,10,0,0,1,1,1,1
5527,19,4,7,15,6,20,15,1,1,0,0,0,0
5528,11,12,7,24,25,29,4,0,1,0,1,0,0
5529,9,5,31,20,32,24,11,1,0,0,0,1,0
5530,26,21,14,19,3,25,14,0,0,0,1,1,0
5531,28,29,16,26,4,1,2,1,1,1,1,1,0
5532,14,32,20,29,30,19,8,0,1,1,0,0,1
5533,14,19,7,5,12,25,7,1,0,1,1,0,1
5534,32,14,20,23,12,29,11,0,0,1,0,1,1
5535,32,9,21,10,22,24,3,1,1,0,1,1,1
5536,28,12,5,2,15,4,14,0,1,0,0,0,0
5537,12,24,21,3,4,30,4,1,0,0,1,0,0
5538,13,21,2,14,25,18,15,0,0,0,0,1,0
5539,28,16,18,6,31,11,12,1,1,1,0,1,0
5540,4,6,3,13,27,18,16,0,1,1,1,1,0
5541,23,6,21,1,3,13,11,1,0,1,0,0,1
5542,31,22,27,30,24,10,7,0,0,1,1,0,1
5543,27,30,1,17,8,20,15,1,1,0,0,1,1
5544,22,18,28,2,14,21,16,0,1,0,1,1,1
5545,24,27,2,28,25,3,5,1,0,0,0,0,0
5546,26,6,29,25,12,21,8,0,0,0,1,0,0
5547,5,22,9,20,2,32,13,1,1,1,1,0,0
5548,11,10,30,23,4,16,12,0,1,1,0,1,0
5549,12,9,6,3,4,14,10,1,0,1,1,1,0
5550,6,24,3,4,19,25,13,0,0,1,0,0,1
5551,6,17,9,24,27,5,1,1,1,0,1,0,1
5552,24,15,4,17,27,2,12,0,1,0,0,1,1
5553,20,13,8,5,25,30,13,1,0,0,1,1,1
5554,10,14,25,2,16,5,12,0,0,0,0,0,0
5555,21,6,28,24,31,4,16,1,1,1,0,0,0
5556,9,21,6,26,28,31,4,0,1,1,1,0,0
5557,28,29,24,30,7,27,9,1,0,1,0,1,0
5558,3,13,21,5,27,19,9,0,0,1,1,1,0
5559,22,6,11,25,26,3,1,1,1,0,0,0,1
5560,31,3,8,12,19,28,11,0,1,0,1,0,1
5561,25,21,33,30,23,2,3,1,0,0,0,1,1
5562,27,7,29,17,18,3,2,0,0,0,1,1,1
5563,23,21,27,28,11,33,3,1,1,1,1,1,1
5564,2,4,23,11,29,16,6,0,1,1,0,0,0
5565,11,22,17,9,8,15,6,1,0,1,1,0,0
5566,25,10,21,22,15,2,16,0,0,1,0,1,0
5567,15,20,12,5,33,18,2,1,1,0,1,1,0
5568,2,22,1,10,12,7,6,0,1,0,0,0,1
5569,16,33,4,17,9,26,16,1,0,0,1,0,1
5570,14,21,6,15,20,3,7,0,0,0,0,1,1
5571,31,23,26,8,21,2,5,1,1,1,0,1,1
5572,10,5,32,17,28,23,3,0,1,1,1,1,1
5573,4,20,29,26,24,6,13,1,0,1,0,0,0
5574,18,5,4,23,22,12,15,0,0,1,1,0,0
5575,33,18,15,1,14,16,15,1,1,0,0,1,0
5576,23,32,31,24,17,18,4,0,1,0,1,1,0
5577,19,1,12,10,21,3,13,1,0,0,0,0,1
5578,15,11,12,20,9,3,8,0,0,0,1,0,1
5579,19,23,2,7,25,31,3,1,1,1,1,0,1
5580,4,7,10,32,9,12,8,0,1,1,0,1,1
5581,28,30,31,32,17,19,9,1,0,1,1,1,1
5582,23,3,15,11,20,30,13,0,0,1,0,0,0
5583,4,11,30,22,6,9,14,1,1,0,1,0,0
5584,30,9,12,5,13,20,3,0,1,0,0,1,0
5585,27,2,33,22,13,32,12,1,0,0,1,1,0
5586,25,14,1,4,3,27,10,0,0,0,0,0,1
5587,26,11,10,17,4,31,7,1,1,1,0,0,1
5588,2,14,30,20,18,22,13,0,1,1,1,0,1
5589,32,26,25,13,30,15,13,1,0,1,0,1,1
5590,19,18,8,28,26,17,9,0,0,1,1,1,1
5591,31,21,24,32,33,26,11,1,1,0,0,0,0
5592,29,20,9,7,18,5,1,0,1,0,1,0,0
5593,32,23,26,8,12,17,6,1,0,0,0,1,0
5594,3,23,22,31,2,11,12,0,0,0,1,1,0
5595,29,18,5,6,33,2,11,1,1,1,1,1,0
5596,15,28,23,6,25,2,10,0,1,1,0,0,1
5597,15,31,29,19,4,23,9,1,0,1,1,0,1
5598,16,12,26,33,24,6,16,0,0,1,0,1,1
5599,32,9,27,4,6,5,4,1,1,0,1,1,1
5600,18,31,6,20,17,14,10,0,1,0,0,0,0
5601,4,6,26,19,28,24,15,1,0,0,1,0,0
5602,17,8,22,20,29,24,8,0,0,0,0,1,0
5603,18,28,16,29,11,27,15,1,1,1,0,1,0
5604,16,26,18,22,10,1,12,0,1,1,1,1,0
5605,28,16,26,6,4,1,16,1,0,1,0,0,1
5606,19,27,7,11,32,16,5,0,0,1,1,0,1
5607,23,26,5,33,27,30,11,1,1,0,0,1,1
5608,33,10,13,14,7,27,7,0,1,0,1,1,1
5609,20,17,25,2,27,22,3,1,0,0,0,0,0
5610,14,32,3,9,17,25,10,0,0,0,1,0,0
5611,6,18,14,1,26,17,2,1,1,1,1,0,0
5612,28,32,21,24,29,12,12,0,1,1,0,1,0
5613,33,16,12,26,3,9,3,1,0,1,1,1,0
5614,7,11,19,30,20,15,14,0,0,1,0,0,1
5615,20,2,16,7,25,14,1,1,1,0,1,0,1
5616,33,16,13,18,7,6,6,0,1,0,0,1,1
5617,19,11,2,27,1,29,10,1,0,0,1,1,1
5618,5,30,15,25,12,6,4,0,0,0,0,0,0
5619,16,1,13,30,27,23,11,1,1,1,0,0,0
5620,18,15,26,27,3,10,8,0,1,1,1,0,0
5621,8,32,26,27,29,19,10,1,0,1,0,1,0
5622,26,4,32,11,31,21,12,0,0,1,1,1,0
5623,33,4,18,6,24,32,10,1,1,0,0,0,1
5624,14,31,26,19,22,16,16,0,1,0,1,0,1
5625,8,27,17,16,32,4,9,1,0,0,0,1,1
5626,30,12,9,28,13,25,1,0,0,0,1,1,1
5627,8,3,2,13,6,33,13,1,1,1,1,1,1
5628,33,27,9,24,20,32,10,0,1,1,0,0,0
5629,29,14,19,33,1,30,3,1,0,1,1,0,0
5630,28,26,11,14,29,5,2,0,0,1,0,1,0
5631,10,23,17,14,30,15,12,1,1,0,1,1,0
5632,7,17,27,13,31,21,7,0,1,0,0,0,1
5633,27,16,32,30,14,31,9,1,0,0,1,0,1
5634,13,23,26,15,18,24,1,0,0,0,0,1,1
5635,14,6,3,31,21,15,11,1,1,1,0,1,1
5636,2,1,26,9,20,18,2,0,1,1,1,1,1
5637,10,31,1,13,16,26,16,1,0,1,0,0,0
5638,31,6,27,14,17,20,9,0,0,1,1,0,0
5639,19,26,14,9,8,31,1,1,1,0,0,1,0
5640,3,29,25,14,23,24,4,0,1,0,1,1,0
5641,26,4,18,6,29,9,16,1,0,0,0,0,1
5642,27,33,7,16,18,29,14,0,0,0,1,0,1
5643,27,14,12,10,19,25,9,1,1,1,1,0,1
5644,33,18,19,24,12,10,6,0,1,1,0,1,1
5645,16,25,14,22,9,5,4,1,0,1,1,1,1
5646,2,27,31,12,23,10,16,0,0,1,0,0,0
5647,27,5,29,11,9,28,2,1,1,0,1,0,0
5648,23,24,6,22,21,18,7,0,1,0,0,1,0
5649,1,21,26,10,7,9,10,1,0,0,1,1,0
5650,11,23,33,27,6,1,2,0,0,0,0,0,1
5651,15,21,19,2,32,7,7,1,1,1,0,0,1
5652,17,15,22,33,20,19,10,0,1,1,1,0,1
5653,32,21,20,4,14,15,13,1,0,1,0,1,1
5654,27,21,10,7,16,22,3,0,0,1,1,1,1
5655,13,21,18,6,14,3,13,1,1,0,0,0,0
5656,10,18,15,6,26,25,13,0,1,0,1,0,0
5657,28,9,29,25,32,31,13,1,0,0,0,1,0
5658,4,31,6,20,5,24,15,0,0,0,1,1,0
5659,4,9,21,13,30,16,11,1,1,1,1,1,0
5660,11,22,27,6,30,17,6,0,1,1,0,0,1
5661,2,16,29,23,27,26,11,1,0,1,1,0,1
5662,7,2,15,13,24,21,7,0,0,1,0,1,1
5663,4,5,3,7,30,31,2,1,1,0,1,1,1
5664,31,33,28,32,21,18,10,0,1,0,0,0,0
5665,11,25,24,26,9,13,1,1,0,0,1,0,0
5666,8,22,18,5,3,24,5,0,0,0,0,1,0
5667,9,27,10,31,21,7,9,1,1,1,0,1,0
5668,29,14,19,21,13,3,4,0,1,1,1,1,0
5669,21,31,7,13,26,22,8,1,0,1,0,0,1
5670,9,10,11,8,1,29,12,0,0,1,1,0,1
5671,12,13,3,29,16,31,8,1,1,0,0,1,1
5672,26,15,2,29,31,21,10,0,1,0,1,1,1
5673,28,23,11,29,22,24,14,1,0,0,0,0,0
5674,1,19,6,27,28,2,6,0,0,0,1,0,0
5675,3,5,18,14,23,29,7,1,1,1,1,0,0
5676,4,26,17,13,30,33,7,0,1,1,0,1,0
5677,11,3,26,32,16,21,11,1,0,1,1,1,0
5678,8,33,13,30,3,11,14,0,0,1,0,0,1
5679,9,29,22,24,33,15,7,1,1,0,1,0,1
5680,4,23,6,11,16,26,4,0,1,0,0,1,1
5681,24,11,16,27,19,14,7,1,0,0,1,1,1
5682,22,1,8,18,6,23,9,0,0,0,0,0,0
5683,21,11,30,3,32,8,6,1,1,1,0,0,0
5684,33,4,14,9,2,23,11,0,1,1,1,0,0
5685,25,20,23,1,31,2,13,1,0,1,0,1,0
5686,11,12,18,5,9,10,4,0,0,1,1,1,0
5687,3,32,24,1,20,26,7,1,1,0,0,0,1
5688,31,7,12,20,1,28,3,0,1,0,1,0,1
5689,6,30,17,3,32,9,11,1,0,0,0,1,1
5690,26,28,21,17,2,22,2,0,0,0,1,1,1
5691,20,17,29,26,33,23,11,1,1,1,1,1,1
5692,20,13,30,9,31,29,9,0,1,1,0,0,0
5693,14,17,26,10,15,20,11,1,0,1,1,0,0
5694,6,31,5,10,29,14,3,0,0,1,0,1,0
5695,11,1,21,17,20,15,16,1,1,0,1,1,0
5696,29,10,17,2,13,6,5,0,1,0,0,0,1
5697,30,12,24,8,31,27,10,1,0,0,1,0,1
5698,31,26,28,14,5,1,12,0,0,0,0,1,1
5699,12,24,3,2,19,20,14,1,1,1,0,1,1
5700,16,2,20,24,31,6,8,0,1,1,1,1,1
5701,17,5,2,9,11,3,7,1,0,1,0,0,0
5702,8,14,5,16,25,29,3,0,0,1,1,0,0
5703,14,12,28,17,30,13,5,1,1,0,0,1,0
5704,20,14,8,19,11,33,6,0,1,0,1,1,0
5705,27,30,22,23,11,10,2,1,0,0,0,0,1
5706,25,3,15,31,23,33,6,0,0,0,1,0,1
5707,3,22,33,1,14,28,14,1,1,1,1,0,1
5708,14,22,24,25,11,3,9,0,1,1,0,1,1
5709,18,7,20,2,12,10,10,1,0,1,1,1,1
5710,1,14,15,30,18,29,16,0,0,1,0,0,0
5711,31,14,15,4,21,25,5,1,1,0,1,0,0
5712,22,27,23,14,3,13,7,0,1,0,0,1,0
5713,4,2,5,20,25,30,3,1,0,0,1,1,0
5714,32,26,27,3,10,1,16,0,0,0,0,0,1
5715,2,12,27,29,5,21,1,1,1,1,0,0,1
5716,31,13,19,1,12,22,11,0,1,1,1,0,1
5717,21,33,30,10,9,2,15,1,0,1,0,1,1
5718,31,21,8,20,3,2,1,0,0,1,1,1,1
5719,27,25,16,31,7,1,16,1,1,0,0,0,0
5720,29,32,22,17,3,27,2,0,1,0,1,0,0
5721,15,32,28,24,27,14,4,1,0,0,0,1,0
5722,16,9,2,21,26,3,12,0,0,0,1,1,0
5723,29,12,19,11,8,26,8,1,1,1,1,1,0
5724,23,29,14,5,4,25,14,0,1,1,0,0,1
5725,23,11,12,21,2,17,3,1,0,1,1,0,1
5726,14,33,16,25,32,21,10,0,0,1,0,1,1
5727,30,9,20,28,27,31,6,1,1,0,1,1,1
5728,25,26,6,9,11,27,13,0,1,0,0,0,0
5729,25,2,5,11,29,17,6,1,0,0,1,0,0
5730,11,22,16,20,33,18,16,0,0,0,0,1,0
5731,24,13,22,2,5,4,10,1,1,1,0,1,0
5732,18,22,17,2,7,9,9,0,1,1,1,1,0
5733,16,3,18,28,8,24,13,1,0,1,0,0,1
5734,29,23,4,19,11,24,15,0,0,1,1,0,1
5735,32,20,15,13,9,1,12,1,1,0,0,1,1
5736,12,25,13,5,15,27,13,0,1,0,1,1,1
5737,9,25,10,27,5,1,8,1,0,0,0,0,0
5738,6,32,17,16,28,23,1,0,0,0,1,0,0
5739,13,25,11,8,6,33,12,1,1,1,1,0,0
5740,2,8,10,33,25,20,10,0,1,1,0,1,0
5741,11,24,22,14,32,1,2,1,0,1,1,1,0
5742,27,22,12,9,29,31,3,0,0,1,0,0,1
5743,17,29,8,10,15,27,7,1,1,0,1,0,1
5744,25,24,20,31,14,28,5,0,1,0,0,1,1
5745,33,24,18,17,22,30,8,1,0,0,1,1,1
5746,14,33,30,7,31,22,7,0,0,0,0,0,0
5747,32,20,4,13,30,33,12,1,1,1,0,0,0
5748,5,17,16,18,24,19,6,0,1,1,1,0,0
5749,20,29,30,17,10,12,11,1,0,1,0,1,0
5750,9,10,17,3,11,20,16,0,0,1,1,1,0
5751,9,17,31,6,28,7,7,1,1,0,0,0,1
5752,5,17,16,28,29,23,6,0,1,0,1,0,1
5753,32,26,19,3,8,14,4,1,0,0,0,1,1
5754,12,15,26,28,5,3,13,0,0,0,1,1,1
5755,16,30,24,17,9,15,11,1,1,1,1,1,1
5756,3,8,12,29,32,30,14,0,1,1,0,0,0
5757,31,28,32,12,17,6,13,1,0,1,1,0,0
5758,3,27,12,7,15,13,13,0,0,1,0,1,0
5759,32,15,22,14,26,21,9,1,1,0,1,1,0
5760,12,33,17,1,3,25,10,0,1,0,0,0,1
5761,8,4,14,13,32,12,5,1,0,0,1,0,1
5762,10,24,3,6,20,8,4,0,0,0,0,1,1
5763,10,2,5,25,31,24,11,1,1,1,0,1,1
5764,15,14,23,12,6,18,13,0,1,1,1,1,1
5765,28,26,21,5,8,6,11,1,0,1,0,0,0
5766,21,9,7,16,10,23,8,0,0,1,1,0,0
5767,26,9,22,6,29,1,7,1,1,0,0,1,0
5768,17,27,30,4,10,16,2,0,1,0,1,1,0
5769,7,13,14,5,23,6,9,1,0,0,0,0,1
5770,14,26,24,17,21,3,16,0,0,0,1,0,1
5771,3,12,7,28,26,10,13,1,1,1,1,0,1
5772,27,18,26,4,13,29,15,0,1,1,0,1,1
5773,13,28,29,10,4,33,6,1,0,1,1,1,1
5774,18,31,25,33,22,13,9,0,0,1,0,0,0
5775,19,30,9,14,8,4,12,1,1,0,1,0,0
5776,20,23,11,26,27,14,14,0,1,0,0,1,0
5777,10,14,24,33,23,6,9,1,0,0,1,1,0
5778,4,18,13,22,17,5,5,0,0,0,0,0,1
5779,2,14,3,7,32,33,16,1,1,1,0,0,1
5780,23,29,18,13,6,16,10,0,1,1,1,0,1
5781,26,16,2,18,10,31,7,1,0,1,0,1,1
5782,16,14,7,2,4,3,11,0,0,1,1,1,1
5783,25,29,9,28,16,31,1,1,1,0,0,0,0
5784,22,30,26,31,3,10,5,0,1,0,1,0,0
5785,18,19,33,5,27,11,2,1,0,0,0,1,0
5786,20,26,28,27,12,11,5,0,0,0,1,1,0
5787,26,23,25,11,14,9,9,1,1,1,1,1,0
5788,24,15,28,16,13,33,6,0,1,1,0,0,1
5789,23,20,24,21,10,18,16,1,0,1,1,0,1
5790,10,2,32,18,25,15,12,0,0,1,0,1,1
5791,18,17,16,1,15,29,4,1,1,0,1,1,1
5792,6,32,31,13,12,1,12,0,1,0,0,0,0
5793,7,14,16,19,15,8,7,1,0,0,1,0,0
5794,5,20,8,9,25,30,13,0,0,0,0,1,0
5795,16,33,2,12,30,7,10,1,1,1,0,1,0
5796,10,29,28,5,31,9,7,0,1,1,1,1,0
5797,23,15,21,1,19,32,4,1,0,1,0,0,1
5798,33,1,32,14,8,24,16,0,0,1,1,0,1
5799,8,25,14,16,1,2,14,1,1,0,0,1,1
5800,13,22,27,16,33,15,12,0,1,0,1,1,1
5801,26,21,5,18,2,23,2,1,0,0,0,0,0
5802,33,30,3,13,10,32,13,0,0,0,1,0,0
5803,5,12,4,20,2,10,7,1,1,1,1,0,0
5804,32,3,33,5,11,26,1,0,1,1,0,1,0
5805,17,30,10,25,4,2,15,1,0,1,1,1,0
5806,23,14,9,30,10,7,16,0,0,1,0,0,1
5807,15,18,27,16,17,21,9,1,1,0,1,0,1
5808,32,4,25,24,3,9,1,0,1,0,0,1,1
5809,10,29,21,8,15,33,9,1,0,0,1,1,1
5810,18,33,3,12,14,15,3,0,0,0,0,0,0
5811,17,33,9,26,24,2,15,1,1,1,0,0,0
5812,9,12,16,8,7,22,9,0,1,1,1,0,0
5813,18,30,23,33,13,15,5,1,0,1,0,1,0
5814,29,3,11,32,7,28,12,0,0,1,1,1,0
5815,24,32,29,9,23,25,16,1,1,0,0,0,1
5816,19,15,21,23,28,31,6,0,1,0,1,0,1
5817,17,26,33,21,3,13,12,1,0,0,0,1,1
5818,4,7,20,23,32,21,10,0,0,0,1,1,1
5819,22,32,31,29,28,1,3,1,1,1,1,1,1
5820,26,22,5,4,24,11,11,0,1,1,0,0,0
5821,28,33,1,32,12,2,16,1,0,1,1,0,0
5822,4,22,16,11,5,27,5,0,0,1,0,1,0
5823,7,16,21,2,28,19,11,1,1,0,1,1,0
5824,6,21,1,23,12,17,13,0,1,0,0,0,1
5825,13,30,14,5,26,4,1,1,0,0,1,0,1
5826,13,20,2,6,14,33,14,0,0,0,0,1,1
5827,5,25,10,26,21,18,4,1,1,1,0,1,1
5828,18,28,12,19,30,29,6,0,1,1,1,1,1
5829,10,9,28,27,25,4,7,1,0,1,0,0,0
5830,3,24,5,26,7,9,16,0,0,1,1,0,0
5831,17,14,5,7,28,33,10,1,1,0,0,1,0
5832,12,9,27,21,11,33,12,0,1,0,1,1,0
5833,4,3,8,18,13,1,3,1,0,0,0,0,1
5834,32,33,12,9,17,8,15,0,0,0,1,0,1
5835,1,14,17,20,32,24,16,1,1,1,1,0,1
5836,24,19,32,8,16,27,6,0,1,1,0,1,1
5837,21,27,14,9,32,28,3,1,0,1,1,1,1
5838,17,4,33,24,2,9,9,0,0,1,0,0,0
5839,12,27,18,11,20,15,10,1,1,0,1,0,0
5840,9,18,30,26,17,25,1,0,1,0,0,1,0
5841,32,7,15,10,16,1,13,1,0,0,1,1,0
5842,13,18,24,25,19,8,3,0,0,0,0,0,1
5843,32,10,7,11,26,28,8,1,1,1,0,0,1
5844,8,32,25,29,2,27,2,0,1,1,1,0,1
5845,14,31,22,3,2,12,4,1,0,1,0,1,1
5846,18,7,16,13,9,20,7,0,0,1,1,1,1
5847,8,12,31,5,27,2,3,1,1,0,0,0,0
5848,10,31,32,29,2,12,5,0,1,0,1,0,0
5849,3,18,9,5,31,27,1,1,0,0,0,1,0
5850,23,9,20,7,33,6,3,0,0,0,1,1,0
5851,16,30,12,29,8,7,14,1,1,1,1,1,0
5852,21,2,17,19,14,15,12,0,1,1,0,0,1
5853,15,26,18,29,30,22,12,1,0,1,1,0,1
5854,15,22,16,4,23,6,6,0,0,1,0,1,1
5855,3,6,17,31,22,10,3,1,1,0,1,1,1
5856,2,24,17,22,21,20,14,0,1,0,0,0,0
5857,12,23,11,32,25,8,11,1,0,0,1,0,0
5858,30,16,2,9,19,3,2,0,0,0,0,1,0
5859,23,24,4,12,16,30,14,1,1,1,0,1,0
5860,2,5,11,10,15,28,1,0,1,1,1,1,0
5861,24,16,9,33,14,25,15,1,0,1,0,0,1
5862,10,6,27,20,24,22,5,0,0,1,1,0,1
5863,18,15,11,31,26,25,15,1,1,0,0,1,1
5864,11,21,30,13,28,31,7,0,1,0,1,1,1
5865,32,33,7,18,19,26,14,1,0,0,0,0,0
5866,31,14,20,13,29,6,16,0,0,0,1,0,0
5867,26,7,21,24,2,18,8,1,1,1,1,0,0
5868,15,28,21,5,8,22,4,0,1,1,0,1,0
5869,8,29,32,18,17,24,14,1,0,1,1,1,0
5870,30,22,1,16,9,21,12,0,0,1,0,0,1
5871,33,1,23,14,20,26,11,1,1,0,1,0,1
5872,19,33,4,11,31,25,15,0,1,0,0,1,1
5873,24,29,17,23,32,16,12,1,0,0,1,1,1
5874,1,15,7,5,32,33,10,0,0,0,0,0,0
5875,19,7,29,24,14,20,15,1,1,1,0,0,0
5876,2,14,25,9,17,1,11,0,1,1,1,0,0
5877,24,10,20,29,11,28,12,1,0,1,0,1,0
5878,24,14,23,27,3,1,6,0,0,1,1,1,0
5879,31,4,21,14,28,6,7,1,1,0,0,0,1
5880,8,29,23,33,19,10,1,0,1,0,1,0,1
5881,12,14,19,10,1,27,3,1,0,0,0,1,1
5882,19,29,22,3,20,26,6,0,0,0,1,1,1
5883,31,21,14,29,2,17,1,1,1,1,1,1,1
5884,6,17,9,27,4,12,3,0,1,1,0,0,0
5885,21,23,33,29,8,26,4,1,0,1,1,0,0
5886,27,22,21,6,28,16,12,0,0,1,0,1,0
5887,11,4,18,29,8,23,16,1,1,0,1,1,0
5888,11,24,16,3,7,6,11,0,1,0,0,0,1
5889,12,29,22,23,5,21,16,1,0,0,1,0,1
5890,1,15,25,4,17,27,8,0,0,0,0,1,1
5891,19,12,2,28,11,21,16,1,1,1,0,1,1
5892,11,1,17,26,15,8,11,0,1,1,1,1,1
5893,18,8,11,28,1,14,6,1,0,1,0,0,0
5894,33,19,27,31,4,22,16,0,0,1,1,0,0
5895,7,4,23,5,11,28,15,1,1,0,0,1,0
5896,32,11,16,4,25,19,4,0,1,0,1,1,0
5897,27,21,13,17,5,12,6,1,0,0,0,0,1
5898,8,15,5,11,13,27,1,0,0,0,1,0,1
5899,19,9,28,5,24,18,1,1,1,1,1,0,1
5900,16,20,28,22,21,5,10,0,1,1,0,1,1
5901,13,33,21,11,26,20,9,1,0,1,1,1,1
5902,17,6,19,27,2,22,5,0,0,1,0,0,0
5903,29,2,14,23,32,21,1,1,1,0,1,0,0
5904,29,18,21,32,15,19,9,0,1,0,0,1,0
5905,7,1,11,13,20,4,12,1,0,0,1,1,0
5906,18,29,12,31,6,2,7,0,0,0,0,0,1
5907,24,8,32,26,30,11,14,1,1,1,0,0,1
5908,16,3,4,17,27,24,15,0,1,1,1,0,1
5909,18,28,4,13,26,10,11,1,0,1,0,1,1
5910,23,10,2,15,26,17,5,0,0,1,1,1,1
5911,27,12,10,25,24,9,8,1,1,0,0,0,0
5912,15,16,22,4,1,18,15,0,1,0,1,0,0
5913,28,27,10,15,11,23,8,1,0,0,0,1,0
5914,20,32,6,12,23,15,9,0,0,0,1,1,0
5915,17,7,12,10,4,6,7,1,1,1,1,1,0
5916,26,31,29,23,15,14,5,0,1,1,0,0,1
5917,14,15,1,32,2,9,16,1,0,1,1,0,1
5918,23,22,3,17,4,10,14,0,0,1,0,1,1
5919,27,20,24,26,10,28,1,1,1,0,1,1,1
5920,28,3,10,8,11,32,5,0,1,0,0,0,0
5921,18,25,3,17,6,15,4,1,0,0,1,0,0
5922,21,28,29,33,4,30,11,0,0,0,0,1,0
5923,17,16,14,20,24,12,5,1,1,1,0,1,0
5924,15,28,11,32,14,6,13,0,1,1,1,1,0
5925,13,20,2,28,31,1,6,1,0,1,0,0,1
5926,2,30,23,29,19,20,5,0,0,1,1,0,1
5927,4,6,21,11,22,7,2,1,1,0,0,1,1
5928,8,30,20,18,7,33,1,0,1,0,1,1,1
5929,9,22,4,13,30,26,2,1,0,0,0,0,0
5930,24,10,27,5,1,15,8,0,0,0,1,0,0
5931,4,29,18,7,11,15,11,1,1,1,1,0,0
5932,7,1,14,6,21,15,16,0,1,1,0,1,0
